path,transcription,semantics
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1521.wav,parking lights on please,"{'intent': 'SwitchLightOn', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'parking'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/670.wav,Lower the lights on the patio,"{'intent': 'DecreaseBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'patio'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/446.wav,I want the lights on for the entire flat please,"{'intent': 'SwitchLightOn', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'entire flat'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/416.wav,I want the entrance light on,"{'intent': 'SwitchLightOn', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'entrance'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1039.wav,Shine some light in here.,"{'intent': 'SwitchLightOn', 'slots': []}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1629.wav,turn it blue,"{'intent': 'SetLightColor', 'slots': [{'entity': 'color', 'slot_name': 'color', 'text': 'blue'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/497.wav,I would like the garage lights on fifty.,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'garage'}, {'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'fifty.'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1579.wav,some lights in the kitchen,"{'intent': 'SwitchLightOn', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'kitchen'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1670.wav,will you turn the brightness to level thirty nine,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'thirty nine'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1537.wav,please make the patio light red,"{'intent': 'SetLightColor', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'patio'}, {'entity': 'color', 'slot_name': 'color', 'text': 'red'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1066.wav,Switch off the garage lights.,"{'intent': 'SwitchLightOff', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'garage'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/551.wav,Illuminate the entrance,"{'intent': 'SwitchLightOn', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'entrance'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1666.wav,turn up the lights in the kitchen.,"{'intent': 'IncreaseBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'kitchen'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/405.wav,I want the brightness to be level ten on my lights.,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'ten'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/983.wav,Set lights to off,"{'intent': 'SwitchLightOff', 'slots': []}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/938.wav,"Please, set the brightness of the light bulbs to seventy-three. ","{'intent': 'SetLightBrightness', 'slots': [{'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'seventy-three'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/416.wav,I want the entrance light on,"{'intent': 'SwitchLightOn', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'entrance'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1129.wav,Turn basement lights to pink,"{'intent': 'SetLightColor', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'basement'}, {'entity': 'color', 'slot_name': 'color', 'text': 'pink'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/909.wav,Please turn off the lights in the bedroom.,"{'intent': 'SwitchLightOff', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'bedroom'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/803.wav,Make twenty two the brightness setting.,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'twenty two'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/816.wav,Place the lighting on level twenty two in the cubicle,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'twenty two'}, {'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'cubicle'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1583.wav,switch house lights off.,"{'intent': 'SwitchLightOff', 'slots': []}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/991.wav,Set the brightness in the bathroom at level twelve,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'bathroom'}, {'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'twelve'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1175.wav,Turn off the cellar lights,"{'intent': 'SwitchLightOff', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'cellar'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1106.wav,The light in the boardroom needs to be set at seventy-three,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'boardroom'}, {'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'seventy-three'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/131.wav,Can you turn on bathroom light,"{'intent': 'SwitchLightOn', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'bathroom'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/201.wav,Change the lights to red,"{'intent': 'SetLightColor', 'slots': [{'entity': 'color', 'slot_name': 'color', 'text': 'red'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1299.wav,Turn the lights on now,"{'intent': 'SwitchLightOn', 'slots': []}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/856.wav,Please increase the lights in the office,"{'intent': 'IncreaseBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'office'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1502.wav,make it so the lounge light is pink,"{'intent': 'SetLightColor', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'lounge'}, {'entity': 'color', 'slot_name': 'color', 'text': 'pink'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/230.wav,Decrease brightness in bedroom,"{'intent': 'DecreaseBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'bedroom'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/258.wav,Dim the lighting completely in the waiting room,"{'intent': 'SwitchLightOff', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'waiting room'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1095.wav,The dining room is too bright.,"{'intent': 'DecreaseBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'dining room'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/452.wav,I want the lights to be changed to blue,"{'intent': 'SetLightColor', 'slots': [{'entity': 'color', 'slot_name': 'color', 'text': 'blue'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/877.wav,Please set the light brightness level of basement to thirty nine,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'basement'}, {'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'thirty nine'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/265.wav,Dim the lights in the living room,"{'intent': 'DecreaseBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'living room'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/284.wav,Get the lights on please,"{'intent': 'SwitchLightOn', 'slots': []}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1489.wav,living room lights on for now please,"{'intent': 'SwitchLightOn', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'living room'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/264.wav,Dim the lights in the garage.,"{'intent': 'DecreaseBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'garage'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/799.wav,Make the room brighter.,"{'intent': 'IncreaseBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'room'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/444.wav,I want the lights on,"{'intent': 'SwitchLightOn', 'slots': []}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/632.wav,Let's have red lights ,"{'intent': 'SetLightColor', 'slots': [{'entity': 'color', 'slot_name': 'color', 'text': 'red'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/53.wav,Can the laundry room have green lights?,"{'intent': 'SetLightColor', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'laundry room'}, {'entity': 'color', 'slot_name': 'color', 'text': 'green'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/513.wav,I'd like the bedroom lights to be at ten percent,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'bedroom'}, {'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'ten'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/93.wav,Can you make the lights in the office green?,"{'intent': 'SetLightColor', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'office'}, {'entity': 'color', 'slot_name': 'color', 'text': 'green'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1253.wav,Turn the changing room lights to ten percent,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'changing room'}, {'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'ten'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1496.wav,make all kids room lights red colored,"{'intent': 'SetLightColor', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'kids room'}, {'entity': 'color', 'slot_name': 'color', 'text': 'red'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/97.wav,"Can you please change the brightness in kids room to twenty two?
","{'intent': 'SetLightBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'kids room'}, {'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'twenty two'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/741.wav,Make the laundry room a bit darker please,"{'intent': 'DecreaseBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'laundry room'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1303.wav,Turn the lights on.,"{'intent': 'SwitchLightOn', 'slots': []}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1621.wav,turn bathroom lights up,"{'intent': 'IncreaseBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'bathroom'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/715.wav,Make the bed room lights turn on,"{'intent': 'SwitchLightOn', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'bed room'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/724.wav,Make the color of the light red.,"{'intent': 'SetLightColor', 'slots': [{'entity': 'color', 'slot_name': 'color', 'text': 'red'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/194.wav,Change the lights in the parking area to green.,"{'intent': 'SetLightColor', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'parking'}, {'entity': 'color', 'slot_name': 'color', 'text': 'green'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/836.wav,Please change the lights to red.,"{'intent': 'SetLightColor', 'slots': [{'entity': 'color', 'slot_name': 'color', 'text': 'red'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/658.wav,Lower light brightness,"{'intent': 'DecreaseBrightness', 'slots': []}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/66.wav,Can you change the lights to fifty. on the patio,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'fifty'}, {'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'patio'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/954.wav,Put the kids bedroom lights on twelve,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'kids bedroom'}, {'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'twelve'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1492.wav,lower lights brightness,"{'intent': 'DecreaseBrightness', 'slots': []}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/384.wav,I want lighting in the bedroom,"{'intent': 'SwitchLightOn', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'bedroom'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-far-field/speech_corpus/audio/1004.wav,Set the cella to two,"{'intent': 'SetLightBrightness', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'cella'}, {'entity': 'snips/number', 'slot_name': 'brightness', 'text': 'two'}]}"
/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1480.wav,lights off for entire house,"{'intent': 'SwitchLightOff', 'slots': [{'entity': 'house_room_unique', 'slot_name': 'room', 'text': 'entire house'}]}"
