,path,transcription,intent
140,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/949.wav,Put lights to blue,SetLightColor
141,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/932.wav,Please turn the patio lights up for me.,IncreaseBrightness
142,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/510.wav,I'd like for the lights to go on now,SwitchLightOn
143,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1580.wav,studio lights off,SwitchLightOff
144,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1212.wav,Turn on the changing room lights,SwitchLightOn
145,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1016.wav,Set the light brightness level to twenty,SetLightBrightness
146,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/755.wav,Make the lighting brighter in the living room,IncreaseBrightness
147,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/357.wav,I need the lights to be blue now.,SetLightColor
148,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/533.wav,I'd like the living room lights to be at twelve percent,SetLightBrightness
149,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/555.wav,In the cubicle and switch off the lights,SwitchLightOff
150,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/837.wav,Please change the lights to twenty two in the house,SetLightBrightness
151,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1103.wav,The laundry room lights should be green.,SetLightColor
152,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/922.wav,Please turn the kitchen lights on.,SwitchLightOn
153,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1092.wav,The cellar needs to be brighter,IncreaseBrightness
154,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1045.wav,Shut off the lights in the garage.,SwitchLightOff
155,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/354.wav,I need the lights near the toilets to be brighter,IncreaseBrightness
156,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/703.wav,Make my lights green,SetLightColor
157,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1280.wav,Turn the lights off in the dining room,SwitchLightOff
158,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/679.wav,Make it brighter in here,IncreaseBrightness
159,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1299.wav,Turn the lights on now,SwitchLightOn
160,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1053.wav,"Sir, please set the brightness of the connected light bulbs to fifty. ",SetLightBrightness
161,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1557.wav,please turn on the lights of changing room,SwitchLightOn
162,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1547.wav,"please the increase the brightness, it's too dark",IncreaseBrightness
163,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/992.wav,Set the brightness in the bed room to twenty two.,SetLightBrightness
164,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1119.wav,The toilet lights should be blue.,SetLightColor
165,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1033.wav,Set the lights to zero brightness,SwitchLightOff
166,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1266.wav,Turn the light on,SwitchLightOn
167,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/315.wav,Help me turn the light on,SwitchLightOn
168,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/105.wav,Can you put the lights to twelve in the cubicle?,SetLightBrightness
169,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1055.wav,Stop the lighting in the cubicle,SwitchLightOff
170,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1581.wav,studio lights on please,SwitchLightOn
171,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/178.wav,Change the laundry room color to green,SetLightColor
172,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/35.wav,Augment the brightness of the waiting room,IncreaseBrightness
173,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1118.wav,The studio lights need to be increased,IncreaseBrightness
174,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1341.wav,Turn vestibule lighting on,SwitchLightOn
175,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/378.wav,I want it pink in here ,SetLightColor
176,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/568.wav,"In the your cellar, set the brightness of the light bulbs to twelve. ",SetLightBrightness
177,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/946.wav,Power the office lights,SwitchLightOn
178,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1438.wav,i want to turn the lights,SwitchLightOn
179,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/109.wav,Can you set the bathroom brightness level to thirty nine?,SetLightBrightness
180,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/129.wav,Can you turn off the lights please,SwitchLightOff
181,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/947.wav,Put bathroom brightness to fifty,SetLightBrightness
182,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/50.wav,Bring darkness to this room by turning off the lights,SwitchLightOff
183,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1339.wav,Turn up the lights.,IncreaseBrightness
184,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/128.wav,Can you turn off the lights in the parking room?,SwitchLightOff
185,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/64.wav,Can you change the lighting in the bathroom?,SwitchLightOff
186,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/980.wav,Set lights to green,SetLightColor
187,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1657.wav,turn the lights off,SwitchLightOff
188,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1646.wav,turn on the lights in the children room,SwitchLightOn
189,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/808.wav,My bedroom needs to be darker.,DecreaseBrightness
190,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/402.wav,I want the brightness of the lights in the laundry room to be fifty.,SetLightBrightness
191,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/446.wav,I want the lights on for the entire flat please,SwitchLightOn
192,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/780.wav,Make the lights less bright.,DecreaseBrightness
193,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/280.wav,Get rid of the lights in the bathroom,SwitchLightOff
194,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/44.wav,Brighten the lights in the waiting room,IncreaseBrightness
195,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/405.wav,I want the brightness to be level ten on my lights.,SetLightBrightness
196,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/692.wav,Make it so that the light is pink.,SetLightColor
197,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/169.wav,Change the color of the lights to blue.,SetLightColor
198,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/597.wav,Increase the lighting intensity,IncreaseBrightness
199,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/745.wav,Make the light bulbs in the pantry the twenty brightness.,SetLightBrightness
200,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1323.wav,Turn the vestibule lights up,IncreaseBrightness
201,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1521.wav,parking lights on please,SwitchLightOn
202,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1308.wav,Turn the lights to a lower setting,DecreaseBrightness
203,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/92.wav,Can you make the lights green?,SetLightColor
204,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1522.wav,patio lights please,SwitchLightOn
205,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1555.wav,please turn off the lights of kids room,SwitchLightOff
206,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/161.wav,Change the brightness of the lights to twenty two percent,SetLightBrightness
207,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1649.wav,turn the basement lights blue,SetLightColor
208,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/876.wav,Please set the brightness to five percent,SetLightBrightness
209,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1187.wav,Turn off the lights in the bedroom,SwitchLightOff
210,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1417.wav,"do not waste the lights, decrease it please",DecreaseBrightness
211,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/309.wav,Help me put on the lights,SwitchLightOn
212,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1139.wav,Turn down the brightness please,DecreaseBrightness
213,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/548.wav,I'm in the basement please turn the lights on.,SwitchLightOn
214,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/784.wav,Make the lights pink,SetLightColor
215,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1413.wav,dining room light at thirty nine,SetLightBrightness
216,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1540.wav,please some light,SwitchLightOn
217,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1447.wav,increase brightness in the studio,IncreaseBrightness
218,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1305.wav,Turn the lights red in the bed room.,SetLightColor
219,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/603.wav,Increase the lights please.,IncreaseBrightness
220,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/558.wav,In the garage change the lights to pink,SetLightColor
221,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/983.wav,Set lights to off,SwitchLightOff
222,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/155.wav,Change meeting room lights to pink.,SetLightColor
223,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/554.wav,In the changing room turn down the light power,DecreaseBrightness
224,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/521.wav,I'd like the light to increase in the pantry,IncreaseBrightness
225,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/223.wav,Could you switch on some lights?,SwitchLightOn
226,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/116.wav,Can you shut off the house lights.,SwitchLightOff
227,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/464.wav,I want the patio room light off,SwitchLightOff
228,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/942.wav,Power on the lights in the bedroom,SwitchLightOn
229,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/203.wav,Change the living room lights to twenty.,SetLightBrightness
230,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/552.wav,In the basement turn the brightness to twenty,SetLightBrightness
231,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/232.wav,Decrease brightness please,DecreaseBrightness
232,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/1233.wav,Turn studio lights on,SwitchLightOn
233,/misc/vlgscratch5/PichenyGroup/s2i-common/end-to-end-SLU/snips/wavs/snips_real/smart-lights-en-close-field/speech_corpus/audio/757.wav,Make the lights a little brighter in the laundry room.,IncreaseBrightness
